"","employers.id","employers.name","employers.website","employers.isEEP","employers.exactMatch","employers.industry","employers.numberOfRatings","employers.squareLogo","employers.overallRating","employers.ratingDescription","employers.cultureAndValuesRating","employers.seniorLeadershipRating","employers.compensationAndBenefitsRating","employers.careerOpportunitiesRating","employers.workLifeBalanceRating","employers.recommendToFriendRating","employers.featuredReview.id","employers.featuredReview.currentJob","employers.featuredReview.reviewDateTime","employers.featuredReview.jobTitle","employers.featuredReview.location","employers.featuredReview.jobTitleFromDb","employers.featuredReview.headline","employers.featuredReview.pros","employers.featuredReview.cons","employers.featuredReview.overall","employers.featuredReview.overallNumeric","employers.ceo.name","employers.ceo.title","employers.ceo.numberOfRatings","employers.ceo.pctApprove","employers.ceo.pctDisapprove"
"45",16202,"NFP","www.nfp.com",TRUE,FALSE,"Investment Banking & Asset Management",40,"https://media.glassdoor.com/sqll/16202/national-financial-partners-squarelogo.png",3.5,"Satisfied","3.4","3.1","3.3","3.2","4.2","0.7",6063340,TRUE,"2015-03-06 09:37:34.687","Treasurer, Senior Vice President","New York, NY","Treasurer, Senior Vice President","NFP","Work life balance, People, Strategy","Career development, small senior management",4,4,"Douglas W. Hammond","Chief Executive Officer",6,100,0
"46",507,"PNC Financial Services Group","www.pnc.com",TRUE,FALSE,"Investment Banking & Asset Management",1386,"https://media.glassdoor.com/sqll/507/pnc-financial-services-group-squarelogo.png",3.1,"OK","3.4","2.8","2.9","3.1","3.5","0.6",5859657,FALSE,"2015-02-05 18:02:00.213","Platform Representative","New York, NY","Platform Representative","fantastic","excellent place to work, good life work balance","not open on Sundays, nothing else",5,5,"William S. Demchak","President and Chief Executive Officer",395,72,28
"47",492300,"eFront Financial Solutions","www.efront.com",FALSE,FALSE,"Computer Hardware & Software",26,"https://media.glassdoor.com/sqll/492300/efront-financial-solutions-squarelogo-1393434752657.png",3.7,"Satisfied","2.2","1.9","3.6","2.9","3.1","0.3",5150545,TRUE,"2014-10-12 09:29:07.277","Engineer","New York, NY","Engineer","Great place to learn and develop","I began my career at eFront and have been here for more than 6 years.  As an engineer or technical manager starting out, eFront is an excellent place to learn the industry and business dynamics.
eFront offers development opportunities for individuals who show interest in growth and learning.  
Performance culture: high performers are recognized and rewarded.","As with most fast moving businesses, communication and internal processes can always be improved to be made more efficient.",5,5,"Olivier Dellenbach","Président-Directeur Général",14,72,28
"48",193011,"NCO Financial","www.ncofinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",121,"https://media.glassdoor.com/sqll/193011/nco-financial-squarelogo.png",2.4,"Dissatisfied","1.9","2.0","2.2","1.8","2.4","0.3",5380247,FALSE,"2014-11-14 11:04:06.777","Employee","Getzville, NY",NA,"Expect to be screwed over in the end.","Above minimum wage and was good experience to have to eventually get into a better job. Met some great people and made some great friends.","Expensive yet crappy benefits. Training sucks initial 3 weeks is extremely boring and you don't learn anything you really need. You learn on the floor but then get yelled at for not knowing. HR doesn't help and when incidents are ""investigated"" it means management talks to HR on how they are going to fire you and not pay unemployment. Extremely picky on little things unless you're a favorite. Anything you say will be held against you in the managers office. Say you're frustrated about not getting trained on a new change- you'll be questioned about why you work there. Dress up on day when you were allowed to  wear jeans? Next thing you know you're in the office being questioned ""Why are you dressed up? Did you have a job interview today? Are you looking for another job?"" 

Also- warnings are supposed to go verbal, written, final and then termination. Don't always expect that but do expect to have them to magically have warnings they gave you to have turned into a final. Without a doubt- management is faking documents.",1,1,"Ron Rittenmeyer","CEO, Expert Global Solutions",11,21,79
"49",252824,"New England Financial","www.nefcs.com",FALSE,FALSE,"Investment Banking & Asset Management",42,"https://media.glassdoor.com/sqll/252824/new-england-financial-squarelogo-1404328982656.png",2.8,"OK","3.1","2.6","2.5","2.9","3.5","0.4",3393850,FALSE,"2013-12-06 22:32:00.09","Marketing Director","New York, NY","Marketing Director","Lots of showing off, little accomplished","Director trainings were interesting and fun...plus an excuse to stay in a nice hotel.
Lots of marketing resources.
Small agencies allow for greater growth opportunities.
Decent infrastructure.","New York City agency was like being in a bad sitcom. Office politics were crippling the agency when I left.
Too much bureaucracy.
Raises were a joke, while upper management ordered feasts to be delivered for themselves every day for lunch.",2,2,NA,NA,NA,NA,NA
"50",148185,"World Financial Group","www.worldfinancialgroup.com",FALSE,FALSE,"Investment Banking & Asset Management",113,"https://media.glassdoor.com/sqll/148185/world-financial-group-squarelogo.png",4,"Satisfied","4.2","4.0","3.7","4.3","4.0","0.8",5579631,FALSE,"2014-12-22 16:28:27.897","Associate","New York, NY","Associate","associate while a student","friendly people and learn new things everyday","its a sales position which means mostly commission pay",5,5,"Joe DiPaola","President & CEO",48,94,6
"51",443743,"CRFS","www.crfservices.com",FALSE,FALSE,"Investment Banking & Asset Management",8,"https://media.glassdoor.com/sqll/443743/crfs-squarelogo-1425476510374.png",1.8,"Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",5731761,FALSE,"2015-01-19 21:02:36.793","Claims Processor","Albion, NY","Claims Processor","A company I will never work for again!","Not being foolish but honestly I can't even think of a Pro for working at CRFS","Poor training, lack of communication between staff, supervisors, departments, company.  Favoritism is present in every department.  If you are not part of a certain group you are no one.  If a worker does their work incorrectly and that worker explains they were taught that way the worker is not listened to and is at fault.  Raises are little to none.  People are unhappy and you can see it in their faces each day.  The CEO is not the same down to earth person she once was.  The list goes on. CRFS is NOT a great place to work",4,4,"Jodi Gaines","Founder & CEO",5,0,100
"52",235854,"Commerce One Financial","www.commerceonefinancial.com",FALSE,FALSE,"Brokerage Services",6,"https://media.glassdoor.com/sqll/235854/commerce-one-financial-squarelogo.png",1.7,"Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",2240794,TRUE,"2012-12-31 16:42:58.35","Stockbroker","Uniondale, NY","Stockbroker","STOCKBROKER","Potential for high income, if you can make the cut. Small shop so very tight knit work environment.","Cold Calling all day all night.  Not very informative off the position prior to employment. Help you with your pitch very well but any other questions about the industry are frowned upon.  Simply looking for high volume of calls by their new brokers.",3,3,"Tomas Jennings","President",0,0,100
"53",557567,"Lightspeed Financial","www.Lightspeed.com",FALSE,FALSE,"Investment Banking & Asset Management",6,"https://media.glassdoor.com/sqll/557567/lightspeed-financial-squarelogo.png",3.9,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",6012189,FALSE,"2015-02-27 11:38:49.317","Software Developer","New York, NY","Software Developer","A really great place to work","The culture was very friendly, including the management. Most managers not only had an open door policy but encouraged people to pop into their offices. My co-workers were also very smart people, which made working next to them a pleasure.","Sometimes it could get loud in the office which is a bit distracting when you are trying to focus",4,4,"Steve Ehrlich","Chief Executive Officer and President",0,0,100
"54",270754,"Promontory Financial Group","www.promontory.com",FALSE,FALSE,"Investment Banking & Asset Management",30,"https://media.glassdoor.com/sqll/270754/promontory-financial-group-squarelogo.png",3.7,"Satisfied","3.7","3.6","4.5","3.5","3.6","0.8",5023782,FALSE,"2014-09-23 00:40:34.3","Associate","New York, NY","Associate","Amazing firm to learn from top people in the industry","- Everyone is there to do the right thing
- Amazing senior colleagues with wealth of knowledge and credibility
- Given the nature of the work, exposure to senior management from the client side is great.","- Ambiguity is common among projects and BD work--sometimes inevitable given the topic may be new; one has to strive to get clarification or ensure the team has a set goal
- The firm is focused on the substance delivered to clients so at times form may not be the best which unfortunately is what clients look at. PFG needs to hire more graphics professionals to help the professionals present info. 
- Harder for mid-level/younger professionals to develop a career path in this firm.",4,4,"Eugene Ludwig","Founder and Chief Executive",22,90,10
"55",8937,"U.S. Bank","www.usbank.com",FALSE,FALSE,"",1757,"https://media.glassdoor.com/sqll/8937/u-s-bank-squarelogo.png",3.2,"OK","3.4","3.0","2.9","3.1","3.3","0.6",4710677,TRUE,"2014-08-04 05:23:20.593","Account Manager","New York, NY","Account Manager","A very good company to work for","Management cares about the employees","I haven't come accross any cons yet",5,5,"Richard K. Davis","Chairman, President, and CEO",1168,89,11
"56",26605,"Willdan Group","www.willdan.com",FALSE,FALSE,"Architectural & Engineering Services",22,"https://media.glassdoor.com/sqll/26605/willdan-group-squarelogo.png",2.6,"OK","2.4","2.2","3.0","2.9","3.2","0.3",5655192,FALSE,"2015-01-08 06:58:48.93","Energy Auditor","New York, NY","Energy Auditor","Energy Sales Auditor","Work flexibility, Management and overall staff. Co workers are cool and miss the family, 
Workday is typical get out there and do audits, come back with results to the client and close. It's 70% rebate from Con Ed so why not! 
It's all about attitude and how excited you can be about energy efficiency, lighting retrofit ext. 
Definitely recommend for anyone wanted to work in the energy efficiency game.","A few reporting issues, overall management vision and direction. Things that take time if no experience  in the industry or for this program. 
Many times it was the utility holding back a few ideas and marketing strategies that would of worked smarter not harder sort of speak. Overall, the pros over weight the cons and it was a great experience",5,5,"Tom Brisbin","President and CEO",8,49,51
"57",17709,"Apple Bank","www.theapplebank.com",FALSE,FALSE,"Banks & Credit Unions",3,"",3.2,"OK","0.0","0.0","0.0","0.0","0.0","0.0",4088919,TRUE,"2014-04-20 10:46:10.38","Supervisor","Brooklyn, NY","Supervisor","Good place to work for a private company.","Great place if you like working with pretty much same clients on a weekly basis.","Their system software and procedures are a bit outdated and always a step behind other companies.",4,4,"Alan Shamoon","Chairman, President, CEO, and COO",1,100,0
"58",300026,"Obsidian Financial Group","www.obsidianfinancialgroup.com",FALSE,FALSE,"Lending",5,"",3.1,"OK","0.0","0.0","0.0","0.0","0.0","0.0",4081208,FALSE,"2014-04-18 09:07:39.02","Employee","Woodbury, NY",NA,"FINRA expelled this firm from the securities industry in October 2013.","Lax  office environment, entrepreneurial culture, convenient location in Woodbury (right off the L.I.E.)","incompetent management, shady brokers, shared office space with unscrupulous mortgage company.",1,1,"Douglas Anthony Didominica","CEO",1,0,100
"59",9835,"John Hancock","www.johnhancock.com",TRUE,FALSE,"Insurance Carriers",219,"https://media.glassdoor.com/sqll/9835/john-hancock-financial-services-john-hancock-squarelogo-1405610400937.png",3.7,"Satisfied","3.5","3.3","3.6","3.3","4.0","0.8",3166968,TRUE,"2013-10-10 19:53:37.453","Financial Advisor","New York, NY","Financial Advisor","Financial Advisor","Independent, take time off when needed. High income potential.","All commission, can make very little first few years. Learn things on your own.",4,4,"Donald Guloien","CEO",61,84,16
"60",435032,"Forest Hills Financial Group","www.fhfg.com",FALSE,FALSE,"Investment Banking & Asset Management",3,"",3.4,"OK","0.0","0.0","0.0","0.0","0.0","0.0",4927961,TRUE,"2014-09-08 09:10:10.537","Financial Representative","New York, NY","Financial Representative","One of the best led financial advisory firms in New York. Great resources, first class business practices and client ser","Tremendous people all dedicated to serving their clients to the highest standard.","I do not feel there are any negatives to working here.",5,5,"Nathan Perlmutter","President & CEO",2,63,37
"61",650007,"CFSC","www.cfsc.com",FALSE,FALSE,"Investment Banking & Asset Management",5,"",1.9,"Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",5644014,TRUE,"2015-01-06 17:01:51.677","Manager","New York, NY","Manager","Manager","Work with your schedule, Great bonus opportunities if your a manager.","Horrible Hour, To much pressure, Not enough pay, Sneaky HR, A lot of work not enough money, A lot of",2,2,NA,NA,NA,NA,NA
"62",248832,"PLS Financial Services","www.plshome.com",FALSE,FALSE,"Lending",86,"",1.8,"Dissatisfied","1.7","1.6","2.2","2.2","1.8","0.1",5346317,TRUE,"2014-11-09 13:19:27.467","Store Manager","New York, NY","Store Manager","Enjoyable experience, so far... (Store Manager - Manager in Training)","Good atmosphere.  In-store management are willing to help and coach new hires on the customer service process.  Very willing to answer every and any question.  District Managers are available to answer questions and concerns from managers in training.","Job requires a lot of standing.  Given that you are working a 8 - 10 Hour shift, it can be tiresome.  Upper management can come down hard on employees and in-store management if there are errors or discrepancies, and can make some rushed decisions.",4,4,"Dan Wolfberg","President",56,35,65
"63",227035,"LPL Financial","www.lpl.com",TRUE,FALSE,"Investment Banking & Asset Management",273,"https://media.glassdoor.com/sqll/227035/lpl-financial-squarelogo.png",3.2,"OK","3.2","2.9","3.0","3.0","3.5","0.5",4192077,TRUE,"2014-05-08 10:09:44.323","Client Service Consultant","Albany, NY","Client Service Consultant","Client Service Associate: Licensed","Excellent support for brokers and assistants. Great online program for account services.","Online resources to research questions not intuitive.",4,4,"Mark S. Casady","Chairman & CEO",131,67,33
"64",263036,"Neighborhood Trust Financial Partners","www.neighborhoodtrust.org",FALSE,FALSE,"Health, Beauty, & Fitness",4,"",2.7,"OK","0.0","0.0","0.0","0.0","0.0","0.0",5695028,TRUE,"2015-01-14 07:59:15.457","Financial Advisor","New York, NY","Financial Advisor","Good Organization","Lots of autonomy for financial advisors. Opportunity to develop your own style. Large team of colleagues to draw on and develop relationships.","The processes can be overly/unnecessarily bureaucratic. Obvious differences in culture/approach between upper management and middle/staff level employees.",4,4,"Justine Zinkin","Executive Director",2,0,100
"65",3558,"Doral Financial","www.doralbank.com",FALSE,FALSE,"Banks & Credit Unions",16,"https://media.glassdoor.com/sqll/3558/doral-financial-squarelogo.png",2.6,"OK","2.5","2.4","2.9","2.5","2.7","0.3",567128,TRUE,"2010-07-14 11:03:05.023","Vice President","New York, NY","Vice President","Doral Financial","The hours are very good and the vacation time is very good. I would say overall its not that bad.","The salary is not that good compare to the street. There is no communication from managment, you have to go looking for information.",3,3,"Glen R. Wakeman","President, CEO, and Director",8,42,58
"66",313442,"Rockefeller Financial","www.rockco.com",FALSE,FALSE,"Investment Banking & Asset Management",8,"https://media.glassdoor.com/sqll/313442/rockefeller-financial-squarelogo-1425373643397.png",3.5,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",4286697,FALSE,"2014-05-26 06:17:12.543","Summer Intern","New York, NY","Summer Intern","Growing firm with good culture","Team oriented and friendly culture.  Good work-life balance.  Smart investment professionals.","None.  Enjoyed my tenure at Rock & Co.  Great experience.",4,4,"Reuben Jeffery III","CEO",4,100,0
"67",7222,"Ally Financial","www.ally.com",FALSE,FALSE,"Investment Banking & Asset Management",253,"https://media.glassdoor.com/sqll/7222/ally-financial-squarelogo.png",3.4,"OK","3.4","3.0","3.8","2.9","3.3","0.6",853601,TRUE,"2011-03-15 16:27:00.523","Employee","New York, NY",NA,"Its a new and exciting GMAC","New structure and organisation with a refreshed focus
Great global platform for future growth","Going through a lot of change",4,4,"Jeffrey Brown","CEO",3,100,0
"68",344293,"Atlantic Partners","atlanticpartnerscorp.com",FALSE,FALSE,"Brokerage Services",4,"https://media.glassdoor.com/sqll/344293/atlantic-partners-squarelogo.png",2.9,"OK","0.0","0.0","0.0","0.0","0.0","0.0",1126371,TRUE,"2011-09-26 17:37:14.917","Financial Advisor??","Melville, NY","Financial Advisor??","""THIS IS NOT A CHECK""","will hire you on the spot!, 
people are friendly, 
we cornered the wyandanch market. 
and theres a Roy Rogers out here,","expensive, sleeplessness, high turnover, lack of decorum, my car racks up the miles, Poor leads, no call lists. Long distances to meet clients",1,1,"Monroe Gang","President & CEO",0,0,100
"69",540018,"NCO Financial Systems","www.ncogroup.com",FALSE,FALSE,"Financial Transaction Processing",38,"https://media.glassdoor.com/sqll/540018/nco-financial-systems-squarelogo-1424074331342.png",2.2,"Dissatisfied","2.2","1.9","2.1","1.7","2.4","0.4",5357760,FALSE,"2014-11-11 06:20:44.723","Debt Collector","Getzville, NY","Debt Collector","Don't work for this company","Hours are ok. Pto is ok..nothing more is good.I have nothing good so hard to fill this with 20 words","Company treats employee's badly and management is on power trip. New points system causes good employees to lose their jobs. Telling everyone don't work for them",1,1,NA,NA,NA,NA,NA
"70",403,"Lincoln Financial Group","www.lfg.com",TRUE,FALSE,"Insurance Carriers",238,"https://media.glassdoor.com/sqll/403/lincoln-financial-group-squarelogo-1380127053360.png",3.5,"Satisfied","3.5","3.2","3.7","3.3","3.6","0.7",1013468,FALSE,"2011-07-09 19:19:45.193","Employee","Rochester, NY",NA,"OK place to work","L F G / Sagemark Consulting offers a great benefits package to it's employees.  They also offer lots of training to the employees.","If you work in an L F G / Sagemark Consulting field office it can be an ""old boy's club"" depending on local management.",3,3,"Dennis R. Glass","President, CEO, and Director",123,82,18
"71",559,"Raymond James Financial","www.raymondjames.com",FALSE,FALSE,"Brokerage Services",124,"https://media.glassdoor.com/sqll/559/raymond-james-financial-squarelogo.png",3.5,"Satisfied","3.6","3.0","3.0","3.0","3.5","0.6",4939750,FALSE,"2014-09-10 00:22:01.893","Analyst","New York, NY","Analyst","Raymond james is a relaxed, supportive environment for a person breaking into the investment management business.","good morale, fair evaluations, helpful and friendly employees, good benefits, opportunities to learn and advance in the company","you have to assert yourself in order to advance and to be on the look out for opportunities to take on additional work assignments",4,4,"Paul C. Reilly","CEO",51,72,28
"72",213409,"Tradition Financial Services","www.tradition.com",FALSE,FALSE,"Brokerage Services",7,"https://media.glassdoor.com/sqll/213409/tradition-financial-services-squarelogo.png",3.9,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",5602523,FALSE,"2014-12-29 10:52:30.917","Currency Broker","New York, NY","Currency Broker","Work Experience - similar to an internship - overall had a phenomenal experience. Great firm, Great employees.","- Friendly environment
- Great facilities 
- Learned a lot about markets, specifically Forex","- Long hours, especially if trading in Asian markets",5,5,"Patrick Combes","CEO",2,100,0
"73",43248,"AmTrust Financial","www.amtrustgroup.com",FALSE,FALSE,"Insurance Carriers",52,"https://media.glassdoor.com/sqll/43248/amtrust-financial-squarelogo.png",2.3,"Dissatisfied","2.3","2.3","2.6","2.1","3.1","0.3",3497530,FALSE,"2014-01-06 18:50:28.893","Employee","New York, NY",NA,"Great employees...but some senior executives are verbally abusive","Fellow employees are great to work with. Pay is competitive.","some senior executives can be verbally abusive. environment is very high strung",2,2,"Barry D. Zyskind","President and CEO",25,47,53
"74",8597,"Society for Worldwide Interbank Financial Telecommunication SCRL","www.swift.com",FALSE,FALSE,"Investment Banking & Asset Management",60,"https://media.glassdoor.com/sqll/8597/s-w-i-f-t-squarelogo.png",3.5,"Satisfied","3.2","2.5","4.3","2.5","3.5","0.7",3170393,FALSE,"2013-10-11 14:22:00.78","Intern","New York, NY","Intern","An enjoyable internship and a great place to learn the inner workings of the payments world","Everyone is very relaxed, while maintaining a high work output. There wasn't a formal internship program, however everyone was eager to help out any work you did. Looking back on this experience from a data science perspective, SWIFT has some incredible work to do, if you know where to find it.","No formal internship program - although I hear that there is one in place now.",4,4,"Gottfried Leibbrandt","CEO",21,84,16
"75",5506,"Daiwa Capital Advisors","www.daiwacapital.com",FALSE,FALSE,"Investment Banking & Asset Management",6,"",3.2,"OK","0.0","0.0","0.0","0.0","0.0","0.0",929254,TRUE,"2011-05-08 14:32:34.25","Portfolio Manager of F of Hedge Funds, Vice President","New York, NY","Portfolio Manager of F of Hedge Funds, Vice President","Limited upside for pay raise, fair opportunities for career growth","Able to structure your work schedule under less stressful environment.","Slow decision making process by management",3,3,"Takashi Hibino","President & CEO, Daiwa Securities",0,0,100
"76",13990,"Discover","www.discoverfinancial.com",TRUE,FALSE,"Lending",599,"https://media.glassdoor.com/sqll/13990/discover-squarelogo.png",3.7,"Satisfied","4.0","3.4","3.6","3.5","3.9","0.8",2994687,FALSE,"2013-08-30 05:05:43.437","Senior Associate IT","Pittsford, NY","Senior Associate IT","Discover Financial has good benefits and a structured and controlled work environment.","The benefits are some of the best in the industry.
The people I worked with were results oriented and worked well as a team.
My supervisor was fair and objective.","My position was impacted (eliminated) by a restructuring. 
The corporate culture is geared more towards younger people.
More restructurings will likely occur in order to control expenses.",4,4,"David W. Nelms","Chairman & CEO",297,89,11
"77",13606,"Fgic","www.fgic.com",FALSE,FALSE,"Insurance Carriers",2,"",4.4,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",4698839,FALSE,"2014-08-01 12:50:53.627","A Family Member","New York, NY","A Family Member","Awesome Company but caught in the financial crisis storm","People, People, People. All the people in the company are so great, it is very sad to see this company goes down. Do you recall that scene from The Titanic where those group of very nice musicians continue to play and entertain people even the ship is sinking. The people remain in FGIC are those musician. Nice People, Wrong Ship.","It is extremely sad to see such a good company to go down like this because of the Wall Street sharks. AIG is too big to  fell but little FGIC have been forgotten. Too bad.",5,5,"John S. Dubel","CEO",1,100,0
"78",568817,"ING","www.ing.us",FALSE,FALSE,"Investment Banking & Asset Management",17,"https://media.glassdoor.com/sqll/568817/ing-financial-services-squarelogo.png",3.1,"OK","2.6","2.1","3.6","2.4","3.0","0.4",4644558,TRUE,"2014-07-24 11:27:38.29","Vice President","New York, NY","Vice President","Good company to work for!","1. Good Benefits
2. Work from home
3. Get involve in various community work 
4. Participation in NY's MS Bike
5. Open door executive management style
6. Learn skills in making smart decisions","1. Less job growth opportunities (IF you are not willing to relocate out of US)
2. Many jobs are shipping out of US through transformation projects",4,4,"Rodney O. Martin Jr.","Chairman & CEO",3,33,67
"79",760089,"Churchill Financial Holdings","www.churchillnet.com",FALSE,FALSE,"Investment Banking & Asset Management",2,"",4,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",3789939,FALSE,"2014-03-01 12:44:25.79","Analyst","New York, NY","Analyst","Good company,  great people.","The people.  The work was engaging as well.","Economic downturn created stressful environment.",4,4,NA,NA,NA,NA,NA
"80",40832,"Capmark","www.capmark.com",FALSE,FALSE,"Lending",19,"https://media.glassdoor.com/sqll/40832/capmark-squarelogo-1414589259152.png",2.9,"OK","3.0","2.3","3.5","3.1","3.3","0.3",854272,FALSE,"2011-03-16 06:15:14.55","Employee","New York, NY",NA,"Previous Management was good","Small office, Good hours, Bonuses decent","Senior Management doesn't have a clue, company in bankruptcy.",3,3,"William C. Gallagher","President and CEO",1,0,100
"81",396158,"iFS","www.interfs.com",FALSE,FALSE,"Investment Banking & Asset Management",11,"https://media.glassdoor.com/sqll/396158/ifs-squarelogo-1412714429994.png",3.1,"OK","0.0","0.0","0.0","0.0","0.0","0.0",1071102,TRUE,"2011-08-19 14:22:24.7","Transfer Agent","New York, NY","Transfer Agent","Satisfied","big company
growth opportunities within the cimpoany","low salary low salary low salary",4,4,NA,NA,NA,NA,NA
"82",660050,"Halliday Financial Group","www.hallidayfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",2,"",5,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",3930323,FALSE,"2014-03-24 16:42:47.13","Assistant","Albany, NY","Assistant","Halliday Financial Assistant","Great People, Great Environment. Overall a pleasant company.","Small company. It feels as though there isnt much room for advancement.",5,5,"Robert W. Halliday","Founder",1,100,0
"83",448629,"Urban Financial Group","www.urbanfinancialgroup.com",FALSE,FALSE,"Investment Banking & Asset Management",7,"",2.5,"OK","0.0","0.0","0.0","0.0","0.0","0.0",3156328,FALSE,"2013-10-08 18:17:20.643","Loan Officer","Melville, NY","Loan Officer","Lowest paying, most miserable experience I ever had","The work schedule was somewhat flexible.","Lousy work environment, abusive managers, lousy leads, pay plan kept changing for the worst.",1,1,"Steven McClellan","President & CEO",3,70,30
"84",966192,"Berkman Financial","www.berkmanfinancial.com",FALSE,FALSE,"Lending",2,"",4,"Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",6079035,TRUE,"2015-03-09 07:31:11.903","Sales Representative","New York, NY","Sales Representative","Great place to work.","Great work/life balance
Free beer
Free coffee 
Attentive and understanding bosses
Opportunity to make a lot of money","Long long hours
Must be able to stay focused when a lot is going on  
Do not let rejection get to you!!! Or else this job is not for you.",5,5,NA,NA,NA,NA,NA
"85",384594,"PerTrac","www.pertrac.com",FALSE,FALSE,"Investment Banking & Asset Management",5,"https://media.glassdoor.com/sqll/384594/pertrac-squarelogo.png",3.3,"OK","0.0","0.0","0.0","0.0","0.0","0.0",851951,TRUE,"2011-03-14 16:55:07.923","Product Manager","New York, NY","Product Manager","My experience has been very positive.","Pertrac tries hard to provide a work environment that allows employees to excel.  It is certainly not perfect, but most gripes would be superficial.","Due to the size of the company, promotions are scarce.  If an opportunity does open they try to fill it internnally (which is good).  There just are not that many.",4,4,"Brendan Dolan","President",1,100,0
"86",6645,"Nationwide Financial","www.nationwidefinancial.com",FALSE,FALSE,"Insurance Carriers",78,"https://media.glassdoor.com/sqll/6645/nationwide-financial-squarelogo.png",4,"Satisfied","4.2","3.8","3.6","3.9","4.3","0.9",1245196,TRUE,"2011-12-18 05:52:12.387","Financial Advisor","Floral Park, NY","Financial Advisor","Life, annuity, 401k, leader","Work within the right agency, and warm leads are unending.","Several brokerage platforms still exist due to mergers and acquisitions.",5,5,"Steve S. Rasmussen","CEO",25,94,6
"87",336028,"Fordham Financial Management","www.fordhamfinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",3,"",3.4,"OK","0.0","0.0","0.0","0.0","0.0","0.0",1001297,FALSE,"2011-06-29 15:35:15.977","Account Executive","New York, NY","Account Executive","A learning experience","You are your own boss, you come and go as you want, you get out what you put in, nobody is going to be looking over your shoulder, you won't get screwed over here like other boutique firms.","Salary is 1200/month before tax which is pretty standard as a broker, office drama sometimes takes over, your gonna work with people who have no business being a broker, office is pretty empty.",4,4,"William Baquet","President & Treasurer",0,0,100
"88",398379,"American Portfolios","public.americanportfolios.com",FALSE,FALSE,"Investment Banking & Asset Management",4,"",4.1,"Very Satisfied","0.0","0.0","0.0","0.0","0.0","0.0",5235220,FALSE,"2014-10-23 17:36:45.507","Employee","Holbrook, NY",NA,"Great place to learn and grow.","Excellent place to learn and gain experience in financial services industry. Staff is extremely friendly and helpful in every way.","Pay is low for industry standards and this causes most younger employees to leave after a few years.",4,4,"Lon T. Dolber","CEO & President",3,100,0
"89",246156,"TD Bank Financial Group","www.td.com",FALSE,FALSE,"Investment Banking & Asset Management",52,"https://media.glassdoor.com/sqll/246156/tdct-squarelogo.png",3.3,"OK","0.0","0.0","0.0","0.0","0.0","0.0",4429376,TRUE,"2014-06-18 14:21:22.903","Customer Service Representative","West Islip, NY","Customer Service Representative","Customer care representative","Very fun atmosphere, friendly co workers","Salary, Work load is not worth the pay",3,3,"W. Edmund Clark","President & CEO",27,99,1
"90",7015,"Ladenburg Thalmann","www.ladenburg.com",FALSE,FALSE,"Brokerage Services",3,"",2.4,"Dissatisfied","0.0","0.0","0.0","0.0","0.0","0.0",4673898,FALSE,"2014-07-29 08:57:19.39","Staff Accountant","New York, NY","Staff Accountant","Small shop not much to offer New comers in the industry","Great licensing prep program for people coming into become a fin adviser.  And great asset management program and risk profile tools. Decent research and buy recommendations.","No financial adviser/broker sales training or any training what so ever. You get your licenses and throw you to the ""wolves."" Management is nonexistent on retail side.",2,2,"Richard Lampen","President & CEO",0,0,100
"91",851291,"Fora Financial","www.forafinancial.com",FALSE,FALSE,"Investment Banking & Asset Management",9,"",3.2,"OK","0.0","0.0","0.0","0.0","0.0","0.0",5960190,FALSE,"2015-02-20 09:52:46.147","Sales Representative","New York, NY","Sales Representative","Used me to cold call then let me go","Young office, cool guys, good location. The company makes money but I was in sales and they didn't offer me compensation.","Bosses could care less about you, cold calling all day, and everyone in management is the same religion. Not sure if that was an accident. They never trainer or evaluated me. Brought me into an office on friday am and fired me with zero warning.",1,1,"Jared Feldman","Founder & CEO",6,68,32
"92",2913,"Nationwide","www.nationwide.com",FALSE,FALSE,"Insurance Carriers",823,"https://media.glassdoor.com/sqll/2913/nationwide-squarelogo-1424298784356.png",3.6,"Satisfied","3.7","3.1","3.3","3.3","3.6","0.7",4802986,FALSE,"2014-08-18 18:04:08.817","Customer Service Representative","Brooklyn, NY","Customer Service Representative","It was a good job when it started, but then it became too much","Short hours and pretty good compensation","Demanding job with the time to time customer who was dissatisfied. The customers were the main reason I decided to leave my position",4,4,"Steve Rasmussen","CEO & Director",396,85,15
